"","temperatura","humedad"
"1",12.0755021738356,27.1217496185679
"2",11.9782663015295,27.6268962207975
"3",12.0621943654225,27.5218903953638
"4",12.0350959901593,27.8038020216896
"5",11.4606797992153,29.2783841153159
"6",10.9420135756649,27.7309634464088
"7",11.7697157983132,28.9298054659872
"8",13.6244830886158,30.3871408803354
"9",12.7304131918302,30.7484344281755
"10",12.7558425810113,30.2033042283188
"11",12.163074547614,29.3011405963818
"12",14.0169258434067,29.926667165572
"13",15.4035730060273,29.4068415110844
"14",15.0570250360256,29.6457973098002
"15",15.3222819838344,29.0276510860797
"16",14.0383880780754,29.8483784302774
"17",13.801198615536,29.0415815853486
"18",14.9406647471535,28.4364517485396
"19",15.8966304085182,28.0850263450353
"20",15.6138561361367,29.2625683797249
"21",15.5273745335755,30.1854706333403
"22",17.0651524053951,30.8962653385457
"23",16.1380763836284,32.3893116037476
"24",15.691632834303,31.3219818229615
"25",15.8950526839603,32.5530850756103
"26",16.1496707370806,33.7125701877015
"27",16.664814309394,34.6957344084884
"28",15.5513542203687,33.2726560011607
"29",15.1125230488126,32.7278075227947
"30",15.4426515960427,32.930268152951
"31",14.7102163808565,32.8852142473808
"32",14.104883712781,34.1669392486365
"33",14.413718568655,33.063146816923
"34",15.0669488626902,32.6427915059315
"35",16.0646813858692,33.6053745057491
"36",17.3065047214386,32.8454981933073
"37",16.7214379296179,35.2374678830328
"38",15.3578415984418,33.3710004971414
"39",13.4803938206512,32.7833582404715
"40",13.3824319166096,31.3892099125567
"41",12.6592058453549,29.5996939321196
"42",11.8876150421948,29.1650761331859
"43",13.855628983941,27.246696356569
"44",11.523759536736,28.4700500964145
"45",11.5342260826235,30.9815924192687
"46",10.9658765917986,31.2820823124967
"47",10.781326361822,32.2271358100507
"48",9.71212134964119,30.6223357556268
"49",10.0393420358693,29.6510342178139
"50",10.5638589924977,28.9678585808501
"51",10.4408001639042,28.1719042566128
"52",10.5842187641044,32.430791945576
"53",12.1380838941106,32.5242984159673
"54",12.7241279988259,31.411923522924
"55",12.6557257402257,31.3128015298716
"56",11.788731331673,31.0132534757922
"57",13.1634412188293,30.4980296981496
"58",14.1824687085524,31.7943031876279
"59",14.0802355572294,31.0448103083822
"60",14.5512675708992,30.5511822928471
"61",13.1474500060448,29.9025733786172
"62",14.2401163419523,29.7983809089112
"63",13.9487901332589,29.3977098397366
"64",12.9207048412401,28.9828853281002
"65",14.2913318169831,30.5472421606877
"66",13.1105359944518,31.0649594316117
"67",11.5279462015471,30.4787823857506
"68",11.912306777411,28.9243207601511
"69",10.8040084192181,30.8139647853926
"70",12.0542219234278,32.1548329916243
"71",12.8933127625451,32.5903843674269
"72",12.7778846224725,32.9137301270842
"73",12.6105484351392,34.8682615282969
"74",11.3623714532669,35.3801315118789
"75",11.7817917063339,35.7243641653936
"76",9.65682604361104,33.3117213590867
"77",7.43725372987001,33.1398536507461
"78",6.70239933728877,33.6129725679762
"79",4.58334575340933,34.2325759008004
"80",5.34554581430187,33.4069988740158
"81",4.49802675111403,32.842817591335
"82",5.78019783331785,32.1651479076261
"83",6.98146088952349,31.4625084826439
"84",9.48642660560302,30.0319470732963
"85",9.24515075834074,30.2031395904513
"86",8.7598781046399,30.2775579483044
"87",8.30593136563511,29.7732902078645
"88",8.27349879314642,28.5075129527551
"89",7.76609856909317,27.3527361172678
"90",7.84547745093364,27.5316933072888
"91",8.50600784365613,26.9447928775259
"92",6.54805001814421,27.8212187051311
"93",7.1061775945549,27.5991141367331
"94",7.85295664622392,28.5937743686173
"95",7.98823707879616,29.0548154469976
"96",8.22814006367926,28.2286319208415
"97",6.88550387767793,28.9806988787845
"98",5.90344211728263,30.0934955517037
"99",6.78181035384979,30.6838691353124
"100",7.79563619275946,31.4079713340431
"101",7.26375631441482,31.0407937756167
"102",7.23133716810999,30.9268038809996
"103",7.03267216686947,31.9284383771968
"104",6.24975306036243,31.6281177744719
"105",6.23308719054821,32.2954031186372
"106",6.67003462248184,31.1738910909197
"107",6.86749690629304,29.9487218261001
"108",8.9429918362734,30.9218171717476
"109",9.22833862913377,30.2507227637501
"110",8.77740132964035,30.145036662582
"111",8.65017724135467,29.8145374488919
"112",7.49608133374736,30.3138860699688
"113",7.63407067679097,29.8363015037337
"114",7.82364417825733,31.176240289447
"115",8.03347863260159,31.3780377873573
"116",8.08254239256901,29.9414330601358
"117",7.6978083526441,28.8632387812896
"118",7.06178842404194,26.4356745906728
"119",7.94524441513157,27.6417165690772
"120",9.17044343358793,28.1236849366913
"121",10.0410301534406,29.668343023581
"122",10.0504980264151,30.2173998987262
"123",8.80855652130466,31.2359665848104
"124",9.03107079808598,30.8619261290208
"125",10.4262743946595,29.890862059013
"126",9.4504863432419,31.7833424660315
"127",8.50962538742213,32.520234261011
"128",11.017844539068,31.4351931385487
"129",10.3713084057698,30.1217097307509
"130",9.63142023624646,29.0697902125377
"131",10.5081911991711,30.4091662985128
"132",9.83480556438125,29.8802492974627
"133",10.6605899365893,30.0029211447708
"134",11.2368126496574,28.5285865736415
